# Output to cpxs.dat: Cp, Mach distribution on a x-line (Y=0) 
# Mach =   0.750000
# Alpha =   0.500000
# CL =   0.631783
# CM =  -0.142922
# Cp* =  -0.603170
VARIABLES = "X", "Cp-up", "M-up", "Cp-low", "M-low"
    -5.00000     0.00582     0.74718     0.00582     0.74718
    -4.80200     0.00595     0.74712     0.00595     0.74712
    -4.60800     0.00610     0.74705     0.00610     0.74705
    -4.41800     0.00628     0.74696     0.00628     0.74696
    -4.23200     0.00649     0.74686     0.00649     0.74686
    -4.05000     0.00674     0.74674     0.00674     0.74674
    -3.87200     0.00702     0.74660     0.00702     0.74660
    -3.69800     0.00735     0.74644     0.00735     0.74644
    -3.52800     0.00772     0.74626     0.00772     0.74626
    -3.36200     0.00814     0.74605     0.00814     0.74605
    -3.20000     0.00861     0.74583     0.00861     0.74583
    -3.04200     0.00914     0.74557     0.00914     0.74557
    -2.88800     0.00975     0.74527     0.00975     0.74527
    -2.73800     0.01045     0.74493     0.01045     0.74493
    -2.59200     0.01123     0.74455     0.01123     0.74455
    -2.45000     0.01206     0.74415     0.01206     0.74415
    -2.31200     0.01298     0.74370     0.01298     0.74370
    -2.17800     0.01403     0.74318     0.01403     0.74318
    -2.04800     0.01523     0.74260     0.01523     0.74260
    -1.92200     0.01658     0.74194     0.01658     0.74194
    -1.80000     0.01812     0.74119     0.01812     0.74119
    -1.68200     0.01985     0.74034     0.01985     0.74034
    -1.56800     0.02189     0.73934     0.02189     0.73934
    -1.45800     0.02429     0.73816     0.02429     0.73816
    -1.35200     0.02688     0.73689     0.02688     0.73689
    -1.25000     0.02971     0.73549     0.02971     0.73549
    -1.15200     0.03310     0.73382     0.03310     0.73382
    -1.05800     0.03712     0.73183     0.03712     0.73183
    -0.96800     0.04200     0.72941     0.04200     0.72941
    -0.88200     0.04732     0.72676     0.04732     0.72676
    -0.80000     0.05346     0.72369     0.05346     0.72369
    -0.72200     0.06111     0.71984     0.06111     0.71984
    -0.64800     0.06967     0.71552     0.06967     0.71552
    -0.57800     0.07953     0.71050     0.07953     0.71050
    -0.51200     0.09196     0.70413     0.09196     0.70413
    -0.45000     0.10695     0.69636     0.10695     0.69636
    -0.39200     0.12476     0.68703     0.12476     0.68703
    -0.33800     0.14523     0.67613     0.14523     0.67613
    -0.28800     0.17330     0.66091     0.17330     0.66091
    -0.24200     0.20700     0.64215     0.20700     0.64215
    -0.20000     0.24363     0.62112     0.24363     0.62112
    -0.16200     0.29230     0.59202     0.29230     0.59202
    -0.12800     0.35966     0.54920     0.35966     0.54920
    -0.09800     0.44445     0.49003     0.44445     0.49003
    -0.07200     0.55364     0.40115     0.55364     0.40115
    -0.05000     0.69927     0.23515     0.69927     0.23515
    -0.03200     0.95201     0.00000     0.95201     0.00000
    -0.01800     1.14772     0.00000     1.14772     0.00000
    -0.00800     1.47123     0.00000     1.47123     0.00000
    -0.00200     1.81108     0.00000     1.81108     0.00000
     0.00000     1.68929     0.00000     1.95436     0.00000
     0.00070     0.52786     0.42383     1.31141     0.00000
     0.00186    -0.15566     0.82183     1.02261     0.00000
     0.00348    -0.15378     0.82100     0.88901     0.00000
     0.00554    -0.49340     0.95937     0.64988     0.30186
     0.00806    -0.93840     1.11497     0.45035     0.48564
     0.01102    -0.99847     1.13434     0.33281     0.56666
     0.01444    -1.02383     1.14242     0.21229     0.63915
     0.01829    -1.09337     1.16428     0.11473     0.69230
     0.02259    -1.10177     1.16690     0.05455     0.72314
     0.02732    -1.08674     1.16222     0.00831     0.74597
     0.03248    -1.07015     1.15703    -0.02823     0.76353
     0.03806    -1.04369     1.14871    -0.05495     0.77612
     0.04407    -1.01052     1.13818    -0.07716     0.78643
     0.05050    -0.98056     1.12860    -0.09718     0.79561
     0.05733    -0.95790     1.12129    -0.11499     0.80368
     0.06457    -0.93965     1.11537    -0.13140     0.81106
     0.07221    -0.92162     1.10950    -0.14698     0.81799
     0.08024    -0.90200     1.10307    -0.16172     0.82450
     0.08865    -0.88216     1.09652    -0.17588     0.83070
     0.09743    -0.86355     1.09035    -0.18975     0.83674
     0.10659    -0.84484     1.08411    -0.20358     0.84271
     0.11610    -0.82240     1.07658    -0.21743     0.84865
     0.12596    -0.79335     1.06674    -0.23103     0.85445
     0.13617    -0.76229     1.05613    -0.24414     0.85999
     0.14670    -0.74249     1.04931    -0.25691     0.86536
     0.15756    -0.74131     1.04890    -0.26964     0.87068
     0.16873    -0.75291     1.05291    -0.28246     0.87600
     0.18021    -0.76895     1.05842    -0.29537     0.88133
     0.19198    -0.78553     1.06408    -0.30840     0.88667
     0.20403    -0.80131     1.06945    -0.32145     0.89200
     0.21635    -0.81561     1.07429    -0.33460     0.89733
     0.22893    -0.82860     1.07866    -0.34851     0.90293
     0.24175    -0.84065     1.08271    -0.36352     0.90894
     0.25482    -0.85183     1.08644    -0.37961     0.91534
     0.26810    -0.86207     1.08986    -0.39742     0.92237
     0.28160    -0.87146     1.09298    -0.41729     0.93015
     0.29531    -0.88048     1.09597    -0.43882     0.93851
     0.30919    -0.88956     1.09897    -0.46116     0.94710
     0.32326    -0.89873     1.10199    -0.48288     0.95538
     0.33748    -0.90788     1.10500    -0.50156     0.96244
     0.35186    -0.91696     1.10797    -0.51486     0.96744
     0.36637    -0.92599     1.11093    -0.52121     0.96982
     0.38100    -0.93498     1.11385    -0.51895     0.96898
     0.39575    -0.94390     1.11676    -0.50766     0.96474
     0.41059    -0.95297     1.11970    -0.48845     0.95749
     0.42551    -0.96253     1.12279    -0.46284     0.94774
     0.44051    -0.97292     1.12614    -0.43236     0.93600
     0.45556    -0.98433     1.12981    -0.39835     0.92273
     0.47065    -0.99672     1.13378    -0.36207     0.90836
     0.48577    -1.01012     1.13806    -0.32440     0.89320
     0.50090    -1.02441     1.14260    -0.28604     0.87748
     0.51603    -1.03937     1.14734    -0.24772     0.86150
     0.53116    -1.05480     1.15221    -0.21025     0.84558
     0.54625    -1.07046     1.15713    -0.17397     0.82987
     0.56131    -1.08595     1.16197    -0.13877     0.81434
     0.57631    -1.10056     1.16652    -0.10476     0.79905
     0.59124    -1.11359     1.17057    -0.07197     0.78403
     0.60609    -1.12479     1.17403    -0.04027     0.76923
     0.62085    -1.13415     1.17692    -0.00956     0.75461
     0.63550    -1.14167     1.17923     0.02027     0.74013
     0.65003    -1.14743     1.18100     0.04932     0.72576
     0.66442    -1.15133     1.18220     0.07757     0.71150
     0.67867    -1.14952     1.18165     0.10497     0.69740
     0.69275    -0.80266     1.06991     0.13149     0.68347
     0.70666    -0.29689     0.88196     0.15714     0.66972
     0.72039    -0.15428     0.82122     0.18191     0.65617
     0.73391    -0.18505     0.83470     0.20571     0.64288
     0.74723    -0.20205     0.84205     0.22840     0.62995
     0.76032    -0.20989     0.84543     0.24982     0.61749
     0.77318    -0.21129     0.84602     0.26998     0.60554
     0.78579    -0.20785     0.84455     0.28909     0.59398
